Incident ID,Timestamp,Incident Type,Call Type,Source Number,Destination Number,Error Code,Signal Strength,Device Type,Network Segment,Codec Used,Jitter,Latency,Packet Loss,Impact Area,Cell Tower Geolocation,Impact Severity,User Impact,Services Affected,Attack Type,Network Load / Congestion Level
345,18-12-2024 19.28,Dropped Calls,Voice,+91 9774523351,+91 9392810304,503.0,-63.234209070620636,Router,Core Network,Opus,39ms,384ms,0%,Chennai,"28.6834° N, 77.2820° E",Critical,403 users,VoIP,Call Interception,40%
346,17-12-2024 16.59,Intermittent Service,Video,+91 9058131619,+91 9271606345,,-58.50119340634439,Router,Core Network,Opus,34ms,332ms,7%,Mumbai,"28.3865° N, 77.0098° E",Low,1751 users,VoIP,,74%
347,18-12-2024 14.17,Complete Service Downtime,Video,+91 9829939127,+91 9033729678,,-65.38156870100727,Mobile,Edge Network,G.711,39ms,88ms,10%,Kolkata,"28.8714° N, 77.3348° E",High,4499 users,PBX,DDoS,81%
348,16-12-2024 10.44,Hardware Malfunction,Voice,+91 9459806323,+91 9943885447,408.0,-78.14964013186255,Router,Edge Network,G.729,50ms,381ms,2%,Delhi NCR,"28.8788° N, 77.6139° E",Critical,4975 users,PBX,Equipment Breach,51%
349,18-12-2024 22.13,Intermittent Service,Voice,+91 9669524244,+91 9844754098,503.0,-49.781086058983604,PBX,Edge Network,G.711,24ms,454ms,1%,Delhi NCR,"28.9343° N, 77.8007° E",Medium,3683 users,VoIP,,69%
350,15-12-2024 1.02,No Dial Tone,Voice,+91 9839062560,+91 9380553898,500.0,-73.82378708675984,Router,Access Network,G.711,18ms,428ms,1%,Delhi NCR,"28.7845° N, 77.0336° E",Critical,1885 users,Data,DDoS,49%
351,17-12-2024 6.39,denial of services,Video,+91 9307253453,+91 9162988486,408.0,-67.3739668402502,Router,Edge Network,Opus,50ms,403ms,0%,Mumbai,"28.9135° N, 77.7195° E",Critical,168 users,PBX,Equipment Breach,67%
352,12-12-2024 16.30,Complete Service Downtime,Video,+91 9403561046,+91 9198487341,404.0,-69.54082280181872,Router,Access Network,G.711,14ms,67ms,4%,Mumbai,"28.1639° N, 77.0170° E",Low,4329 users,PBX,,80%
353,13-12-2024 2.20,phishing attacks,Voice,+91 9674251182,+91 9850400843,408.0,-71.02275350609621,Router,Access Network,G.729,43ms,279ms,1%,Chennai,"28.7566° N, 77.5259° E",Medium,470 users,Data,Call Interception,49%
354,14-12-2024 16.39,malware infections,Voice,+91 9501879437,+91 9712229787,404.0,-70.67462762716637,Switch,Core Network,Opus,17ms,220ms,2%,Kolkata,"28.5356° N, 77.2780° E",Low,700 users,Data,,54%
355,16-12-2024 1.34,Partial Outage,Voice,+91 9528835350,+91 9429587596,404.0,-56.78322685642639,PBX,Access Network,H.264,14ms,284ms,8%,Delhi NCR,"28.6926° N, 77.3150° E",Medium,4512 users,VoIP,DDoS,58%
356,15-12-2024 21.39,Latency and Delay,Voice,+91 9538324366,+91 9776861498,,-46.413489048069756,PBX,Core Network,H.264,34ms,305ms,6%,Chennai,"28.9212° N, 77.4480° E",Critical,1962 users,PBX,Equipment Breach,83%
357,12-12-2024 15.23,phishing attacks,Voice,+91 9168845997,+91 9547246955,404.0,-75.93958207605243,Router,Core Network,H.264,7ms,162ms,5%,Kolkata,"28.8565° N, 77.1480° E",Critical,3471 users,Mobile,,68%
358,16-12-2024 4.22,Slow Performance,Voice,+91 9809468669,+91 9467152833,503.0,-57.80633180424274,Mobile,Access Network,Opus,50ms,201ms,5%,Mumbai,"28.6265° N, 77.7962° E",High,2767 users,Data,Call Interception,43%
359,13-12-2024 1.02,Service Outage,Voice,+91 9482242194,+91 9859916957,404.0,-85.49485459742027,Router,Edge Network,H.264,45ms,425ms,1%,Bangalore,"28.4775° N, 77.1113° E",Low,1691 users,VoIP,Call Interception,57%
360,18-12-2024 23.48,Intermittent Service,Voice,+91 9714786686,+91 9546080080,408.0,-70.80394792687962,PBX,Edge Network,Opus,8ms,469ms,2%,Mumbai,"28.8353° N, 77.2832° E",Medium,3678 users,Data,,98%
361,13-12-2024 5.29,Dropped Calls,Voice,+91 9391342592,+91 9338072852,,-79.68216027493165,Switch,Edge Network,G.729,40ms,271ms,4%,Bangalore,"28.1257° N, 77.4528° E",High,2134 users,Data,,53%
362,17-12-2024 3.30,Routing Table Overflow,Voice,+91 9038262734,+91 9684066973,,-71.45450018033738,Switch,Access Network,Opus,26ms,430ms,10%,Kolkata,"28.0503° N, 77.1153° E",Critical,866 users,VoIP,,51%
363,14-12-2024 16.40,denial of services,Voice,+91 9142134748,+91 9823632783,503.0,-48.27939338678605,Switch,Core Network,H.264,25ms,385ms,10%,Mumbai,"28.6259° N, 77.1951° E",High,1838 users,Data,DDoS,61%
364,15-12-2024 7.54,Degraded Performance,Voice,+91 9512504664,+91 9233928787,500.0,-50.429004140283396,Router,Edge Network,H.264,13ms,477ms,6%,Bangalore,"28.8601° N, 77.3896° E",High,2010 users,VoIP,DDoS,94%
365,14-12-2024 8.12,Misconfigured Routes,Video,+91 9373177577,+91 9074651908,404.0,-64.57403335423744,PBX,Edge Network,G.729,36ms,128ms,9%,Delhi NCR,"28.0217° N, 77.2899° E",Low,3258 users,PBX,Call Interception,49%
366,16-12-2024 13.07,Intermittent Connectivity,Voice,+91 9662032181,+91 9398271168,500.0,-64.09208528996577,PBX,Edge Network,Opus,33ms,352ms,5%,Chennai,"28.8509° N, 77.3075° E",Critical,1581 users,VoIP,,73%
367,15-12-2024 2.55,Network Downtime,Video,+91 9155788003,+91 9795841594,408.0,-50.087440797200635,Switch,Edge Network,H.264,45ms,224ms,4%,Bangalore,"28.3996° N, 77.7816° E",Medium,107 users,Mobile,DDoS,100%
368,14-12-2024 20.18,Intermittent Failure,Video,+91 9473808234,+91 9758943938,503.0,-71.74071068499657,PBX,Core Network,Opus,26ms,70ms,5%,Mumbai,"28.5721° N, 77.7282° E",Critical,943 users,PBX,,94%
369,15-12-2024 0.06,Poor Voice Quality,Video,+91 9077961240,+91 9036345520,503.0,-88.3358340602875,Mobile,Edge Network,G.729,28ms,486ms,7%,Mumbai,"28.0081° N, 77.4767° E",Medium,864 users,Data,Call Interception,78%
370,13-12-2024 15.53,Blank Response After Calling,Video,+91 9669800872,+91 9897083930,,-47.456339081892835,Mobile,Core Network,G.729,15ms,458ms,1%,Bangalore,"28.6541° N, 77.9954° E",Low,534 users,Mobile,Call Interception,43%
371,14-12-2024 22.03,Dropped Calls,Voice,+91 9417852206,+91 9764306419,,-87.41047238849283,Mobile,Edge Network,G.711,15ms,450ms,6%,Mumbai,"28.3085° N, 77.6487° E",Critical,4201 users,VoIP,,80%
372,15-12-2024 6.52,Slow Performance,Video,+91 9779191495,+91 9855088397,500.0,-80.00272382223747,Router,Access Network,G.711,29ms,465ms,4%,Kolkata,"28.6147° N, 77.1858° E",High,2912 users,VoIP,DDoS,96%
373,13-12-2024 23.00,Latency or Delays,Video,+91 9949370261,+91 9762928184,500.0,-72.34287957615638,Router,Core Network,G.711,20ms,455ms,0%,Delhi NCR,"28.1501° N, 77.1454° E",High,3547 users,Data,Call Interception,49%
374,17-12-2024 19.16,Poor Voice Quality,Voice,+91 9369873051,+91 9542180545,503.0,-78.19827050036996,Mobile,Core Network,Opus,10ms,114ms,2%,Kolkata,"28.5324° N, 77.9012° E",Low,2636 users,Mobile,Equipment Breach,68%
375,18-12-2024 3.23,Network Downtime,Voice,+91 9573103868,+91 9829356188,408.0,-67.57085111464647,PBX,Edge Network,H.264,5ms,474ms,10%,Kolkata,"28.5003° N, 77.5927° E",High,2067 users,Mobile,Equipment Breach,83%
376,19-12-2024 0.38,phishing attacks,Video,+91 9194557073,+91 9852644236,503.0,-55.487621083803454,Router,Edge Network,Opus,37ms,59ms,8%,Chennai,"28.3093° N, 77.3217° E",Low,4073 users,Data,,96%
377,14-12-2024 23.37,Intermittent Failure,Video,+91 9378357010,+91 9918969157,503.0,-84.0686246799952,Switch,Core Network,H.264,23ms,79ms,3%,Chennai,"28.2247° N, 77.2434° E",Low,1734 users,VoIP,DDoS,77%
378,16-12-2024 1.51,Device Unresponsiveness,Voice,+91 9705740039,+91 9371728093,404.0,-83.63355636952414,Router,Access Network,G.711,50ms,371ms,5%,Chennai,"28.1939° N, 77.4209° E",Medium,3166 users,PBX,DDoS,65%
379,17-12-2024 22.12,Device Unresponsiveness,Voice,+91 9802438854,+91 9152295192,503.0,-54.56718838722557,Mobile,Core Network,Opus,13ms,222ms,3%,Kolkata,"28.0433° N, 77.0400° E",High,1405 users,VoIP,Call Interception,49%
380,19-12-2024 8.55,denial of services,Voice,+91 9936839073,+91 9002418760,404.0,-47.55742607650276,Router,Edge Network,H.264,23ms,419ms,2%,Bangalore,"28.6277° N, 77.3114° E",High,4154 users,PBX,Equipment Breach,47%
381,19-12-2024 2.07,Poor Voice Quality,Video,+91 9319106019,+91 9033874216,408.0,-55.74829443267941,Mobile,Access Network,G.711,7ms,425ms,7%,Kolkata,"28.6676° N, 77.5466° E",Medium,3657 users,Mobile,Call Interception,93%
382,12-12-2024 15.17,Routing Table Overflow,Voice,+91 9419735003,+91 9282275434,404.0,-86.54299764135573,Router,Access Network,H.264,8ms,171ms,4%,Delhi NCR,"28.0856° N, 77.1675° E",Critical,1655 users,Data,,59%
383,19-12-2024 8.06,Failure to Connect,Voice,+91 9536618391,+91 9393800922,408.0,-63.071586464392105,Switch,Core Network,H.264,14ms,421ms,3%,Kolkata,"28.7575° N, 77.4080° E",Low,3290 users,Mobile,Call Interception,68%
384,16-12-2024 15.15,malware infections,Voice,+91 9545243022,+91 9480741357,404.0,-70.39922083451934,Mobile,Edge Network,G.729,50ms,144ms,8%,Delhi NCR,"28.2376° N, 77.2871° E",Medium,4489 users,Mobile,,79%
385,18-12-2024 22.06,Routing Protocol Failure,Video,+91 9280558363,+91 9719997072,503.0,-48.582125917186026,Router,Edge Network,G.729,11ms,78ms,8%,Delhi NCR,"28.0100° N, 77.9220° E",Critical,3728 users,Data,Call Interception,43%
386,16-12-2024 15.34,unauthorized access,Video,+91 9442757675,+91 9831330048,500.0,-89.29225867360866,Router,Edge Network,G.711,7ms,180ms,8%,Kolkata,"28.7202° N, 77.8546° E",Critical,4983 users,Data,Equipment Breach,86%
387,15-12-2024 22.38,Intermittent Service,Voice,+91 9972166932,+91 9951057693,503.0,-59.76384107256069,Switch,Core Network,G.711,45ms,216ms,8%,Bangalore,"28.1709° N, 77.3651° E",High,4531 users,Mobile,Equipment Breach,41%
388,15-12-2024 1.57,malware infections,Voice,+91 9697645319,+91 9856585501,503.0,-63.96975626425643,Mobile,Access Network,H.264,25ms,56ms,2%,Bangalore,"28.4850° N, 77.9945° E",High,1040 users,PBX,Equipment Breach,100%
389,13-12-2024 9.09,Unauthorized Disconnections,Video,+91 9685720849,+91 9437315178,500.0,-75.07465683197731,PBX,Edge Network,Opus,7ms,90ms,2%,Bangalore,"28.4310° N, 77.1990° E",High,1009 users,Mobile,Equipment Breach,40%
390,14-12-2024 14.38,Complete Service Downtime,Video,+91 9973370921,+91 9778025179,503.0,-80.56181416259264,Switch,Access Network,G.729,19ms,392ms,7%,Mumbai,"28.7144° N, 77.5190° E",High,3438 users,Data,DDoS,42%
391,13-12-2024 5.45,Unauthorized Disconnections,Video,+91 9265431345,+91 9352976804,,-58.169946852945536,Mobile,Access Network,G.729,9ms,231ms,7%,Kolkata,"28.2152° N, 77.9597° E",Critical,2751 users,Mobile,Call Interception,66%
392,15-12-2024 6.16,Device Unresponsiveness,Voice,+91 9633808493,+91 9430233037,500.0,-79.11646721280954,Router,Edge Network,G.729,32ms,295ms,8%,Kolkata,"28.3813° N, 77.8166° E",Medium,2937 users,PBX,Equipment Breach,97%
393,13-12-2024 3.35,Latency or Delays,Voice,+91 9728607235,+91 9023038023,503.0,-75.04405908726193,Switch,Core Network,Opus,12ms,213ms,1%,Kolkata,"28.6057° N, 77.9103° E",Medium,3006 users,PBX,Equipment Breach,55%
394,17-12-2024 16.50,Device Unresponsiveness,Video,+91 9612153453,+91 9620931564,404.0,-83.86464443991242,Mobile,Edge Network,G.729,35ms,77ms,10%,Bangalore,"28.6280° N, 77.2660° E",Low,3824 users,VoIP,Equipment Breach,49%
395,16-12-2024 18.56,Latency or Delays,Video,+91 9363511362,+91 9759181299,503.0,-74.24621035768729,Switch,Access Network,Opus,16ms,66ms,8%,Mumbai,"28.3753° N, 77.0443° E",Medium,2899 users,PBX,,90%
396,19-12-2024 3.06,Degraded Performance,Video,+91 9612416608,+91 9350711091,500.0,-82.1834519420833,Switch,Access Network,Opus,16ms,435ms,5%,Delhi NCR,"28.4985° N, 77.8217° E",Critical,2114 users,Mobile,DDoS,62%
397,16-12-2024 10.05,Routing Table Overflow,Video,+91 9945204043,+91 9681518758,408.0,-80.56597567573485,Router,Edge Network,G.711,9ms,301ms,7%,Bangalore,"28.1304° N, 77.4143° E",Critical,2377 users,VoIP,Call Interception,41%
398,19-12-2024 2.33,Dropped Calls,Voice,+91 9550072588,+91 9375700819,408.0,-65.64360483820579,Mobile,Core Network,G.711,42ms,386ms,10%,Mumbai,"28.1221° N, 77.4407° E",Critical,2230 users,Data,Equipment Breach,94%
399,18-12-2024 17.19,Latency or Delays,Video,+91 9144598874,+91 9956416738,404.0,-78.58282480902386,Router,Edge Network,G.729,24ms,120ms,2%,Bangalore,"28.1432° N, 77.2384° E",Low,3347 users,VoIP,Call Interception,100%
400,16-12-2024 8.21,Blank Response After Calling,Video,+91 9073005742,+91 9030602623,503.0,-51.42005932534899,Router,Edge Network,H.264,49ms,316ms,1%,Delhi NCR,"28.5126° N, 77.9626° E",Medium,1340 users,PBX,DDoS,55%
401,15-12-2024 3.11,denial of services,Video,+91 9080113515,+91 9023015447,503.0,-65.85402016322561,Router,Access Network,Opus,36ms,343ms,9%,Mumbai,"28.4574° N, 77.3875° E",Medium,4205 users,PBX,DDoS,42%
402,17-12-2024 13.20,Unauthorized Disconnections,Voice,+91 9495745982,+91 9038751115,404.0,-67.98008517385203,PBX,Access Network,G.711,24ms,486ms,5%,Chennai,"28.9221° N, 77.1147° E",Low,995 users,Data,Equipment Breach,74%
403,16-12-2024 19.56,Poor Voice Quality,Video,+91 9879488423,+91 9702757449,503.0,-88.85490516765832,Mobile,Edge Network,G.729,32ms,136ms,6%,Delhi NCR,"28.8586° N, 77.2537° E",Medium,967 users,Mobile,Equipment Breach,89%
404,19-12-2024 4.18,No Dial Tone,Video,+91 9849095144,+91 9527052186,408.0,-75.47211631062406,Router,Core Network,H.264,38ms,269ms,9%,Kolkata,"28.7984° N, 77.9001° E",Critical,3588 users,VoIP,,65%
405,16-12-2024 12.15,Intermittent Failure,Voice,+91 9602304115,+91 9546409214,503.0,-72.06969070311504,Router,Edge Network,G.729,27ms,131ms,6%,Chennai,"28.3107° N, 77.7997° E",Low,772 users,VoIP,Call Interception,49%
406,14-12-2024 19.44,Routing Protocol Failure,Voice,+91 9156915000,+91 9856839434,404.0,-72.81004654339291,Mobile,Core Network,G.729,10ms,154ms,9%,Chennai,"28.3361° N, 77.0109° E",Low,203 users,Mobile,Equipment Breach,44%
407,17-12-2024 14.27,phishing attacks,Voice,+91 9089528308,+91 9292566896,500.0,-46.778901727190366,Mobile,Edge Network,H.264,12ms,340ms,2%,Delhi NCR,"28.2758° N, 77.8918° E",Medium,4636 users,PBX,,40%
408,17-12-2024 0.32,Latency or Delays,Video,+91 9247483317,+91 9601345110,408.0,-64.01230047297008,Mobile,Edge Network,H.264,19ms,277ms,5%,Delhi NCR,"28.6329° N, 77.6804° E",Low,3122 users,Data,,70%
409,17-12-2024 22.29,Partial Outage,Voice,+91 9468025528,+91 9798692360,503.0,-79.52166535640085,Router,Access Network,G.711,44ms,479ms,1%,Mumbai,"28.7550° N, 77.9803° E",Critical,1114 users,Data,Call Interception,76%
410,14-12-2024 16.40,Intermittent Service,Voice,+91 9894587566,+91 9282401439,408.0,-79.94453594209371,PBX,Core Network,G.711,39ms,249ms,3%,Mumbai,"28.5720° N, 77.5493° E",Medium,2886 users,Data,,54%
411,15-12-2024 0.18,unauthorized access,Video,+91 9307590707,+91 9409764043,503.0,-86.67388577469788,Mobile,Core Network,G.711,14ms,327ms,3%,Chennai,"28.3761° N, 77.6812° E",Medium,552 users,VoIP,Equipment Breach,59%
412,17-12-2024 6.39,Intermittent Service,Voice,+91 9234657520,+91 9655645328,503.0,-78.30878923181709,Mobile,Core Network,G.729,21ms,224ms,9%,Delhi NCR,"28.5925° N, 77.7256° E",Low,1205 users,VoIP,Call Interception,43%
413,16-12-2024 19.36,Unauthorized Disconnections,Video,+91 9958533463,+91 9607605962,503.0,-77.01536127685571,Mobile,Core Network,G.729,14ms,326ms,7%,Delhi NCR,"28.6301° N, 77.2973° E",High,3881 users,VoIP,DDoS,95%
414,15-12-2024 20.49,Intermittent Connectivity,Video,+91 9325738942,+91 9539249591,,-76.31179108004969,Switch,Core Network,G.729,39ms,140ms,9%,Kolkata,"28.6172° N, 77.9508° E",Low,2453 users,Data,Equipment Breach,52%
415,12-12-2024 21.35,Latency or Delays,Voice,+91 9939882449,+91 9333579265,404.0,-62.74023173720993,Mobile,Edge Network,Opus,39ms,131ms,6%,Bangalore,"28.5794° N, 77.0957° E",Low,4406 users,PBX,Call Interception,41%
416,15-12-2024 5.18,Hardware Malfunction,Video,+91 9229948842,+91 9311837914,404.0,-63.49960052926741,Router,Core Network,G.729,32ms,267ms,0%,Chennai,"28.0635° N, 77.7489° E",Medium,477 users,PBX,Equipment Breach,85%
417,19-12-2024 7.32,Latency or Delays,Voice,+91 9151670691,+91 9688317026,,-45.19789272436992,Mobile,Edge Network,G.729,19ms,438ms,9%,Kolkata,"28.0580° N, 77.1730° E",Low,653 users,PBX,Equipment Breach,61%
418,14-12-2024 3.34,Misconfigured Routes,Voice,+91 9878136690,+91 9389172782,503.0,-66.05959338983108,Switch,Access Network,G.711,32ms,86ms,6%,Delhi NCR,"28.2791° N, 77.9613° E",Critical,818 users,PBX,DDoS,85%
419,17-12-2024 14.11,Poor Voice Quality,Video,+91 9969589367,+91 9573718129,408.0,-62.933878823307886,Switch,Core Network,Opus,49ms,127ms,2%,Mumbai,"28.7244° N, 77.9830° E",Medium,2509 users,Mobile,DDoS,52%
420,16-12-2024 6.08,malware infections,Video,+91 9022355010,+91 9889049469,404.0,-87.26071979280951,Mobile,Core Network,G.729,13ms,428ms,9%,Kolkata,"28.9858° N, 77.7273° E",Medium,4390 users,Data,DDoS,53%
421,17-12-2024 6.31,Degraded Performance,Video,+91 9973501742,+91 9155488512,,-53.289144255865985,Mobile,Edge Network,H.264,18ms,274ms,1%,Bangalore,"28.7847° N, 77.2496° E",High,1803 users,Mobile,Call Interception,89%
422,18-12-2024 3.34,Failure to Connect,Voice,+91 9211080574,+91 9112213376,404.0,-66.5241584485387,Mobile,Core Network,G.729,41ms,138ms,5%,Kolkata,"28.2335° N, 77.6913° E",Medium,191 users,Data,DDoS,54%
423,17-12-2024 11.02,Latency and Delay,Video,+91 9387999011,+91 9536569155,503.0,-79.0542296387322,Switch,Core Network,G.729,46ms,248ms,0%,Kolkata,"28.5516° N, 77.3682° E",Critical,1743 users,PBX,Equipment Breach,51%
424,16-12-2024 9.50,Latency and Delay,Video,+91 9576942558,+91 9030032632,408.0,-83.45855896644414,Mobile,Edge Network,G.729,26ms,111ms,7%,Bangalore,"28.0402° N, 77.2392° E",High,1071 users,VoIP,,81%
425,17-12-2024 20.57,denial of services,Voice,+91 9039168607,+91 9352295376,408.0,-68.42659840888109,Mobile,Edge Network,H.264,14ms,157ms,3%,Mumbai,"28.1156° N, 77.5017° E",High,2308 users,Mobile,DDoS,59%
426,15-12-2024 18.37,phishing attacks,Voice,+91 9026237835,+91 9450572765,,-63.29913542866413,Mobile,Access Network,Opus,23ms,283ms,7%,Mumbai,"28.8004° N, 77.0474° E",Low,4238 users,PBX,DDoS,100%
427,18-12-2024 20.39,Latency and Delay,Video,+91 9066933826,+91 9145309670,503.0,-64.97645122170047,PBX,Core Network,H.264,17ms,243ms,3%,Mumbai,"28.0820° N, 77.8837° E",Medium,3746 users,Mobile,Call Interception,64%
428,17-12-2024 17.49,Echo During Calls,Voice,+91 9461628365,+91 9047532941,408.0,-43.63669858082351,Router,Edge Network,G.729,48ms,347ms,7%,Kolkata,"28.9014° N, 77.6700° E",Low,4524 users,VoIP,DDoS,99%
429,13-12-2024 17.14,Intermittent Connectivity,Video,+91 9287473436,+91 9333275033,500.0,-86.9116191860015,Router,Core Network,G.729,21ms,233ms,2%,Delhi NCR,"28.2093° N, 77.9204° E",Critical,4687 users,PBX,DDoS,88%
430,13-12-2024 2.12,Echo During Calls,Voice,+91 9525202665,+91 9320050884,404.0,-71.08116351148145,Mobile,Core Network,Opus,39ms,152ms,4%,Kolkata,"28.9513° N, 77.3335° E",Low,306 users,Data,,83%
431,14-12-2024 5.23,Echo During Calls,Video,+91 9677254344,+91 9195823313,,-44.54987160738573,Router,Edge Network,G.711,41ms,171ms,10%,Mumbai,"28.9386° N, 77.9257° E",Medium,1010 users,Mobile,Equipment Breach,61%
432,14-12-2024 12.55,No Dial Tone,Voice,+91 9262348686,+91 9931097256,404.0,-51.075997545219906,Mobile,Core Network,G.729,46ms,186ms,0%,Kolkata,"28.7751° N, 77.4891° E",Critical,1130 users,Mobile,Equipment Breach,80%
433,17-12-2024 7.18,Hardware Malfunction,Video,+91 9316990074,+91 9113963084,,-58.47408906099097,Switch,Access Network,H.264,48ms,105ms,4%,Chennai,"28.8619° N, 77.7808° E",Critical,3838 users,Data,,52%
434,13-12-2024 23.11,No Dial Tone,Video,+91 9445313910,+91 9846885067,408.0,-49.540088451686486,Router,Edge Network,H.264,7ms,214ms,3%,Bangalore,"28.3027° N, 77.9555° E",High,810 users,Data,Equipment Breach,84%
435,13-12-2024 16.07,data breaches,Video,+91 9487900685,+91 9212445163,,-66.73590780836722,Mobile,Core Network,Opus,14ms,399ms,0%,Kolkata,"28.6285° N, 77.7828° E",Low,3781 users,PBX,Call Interception,70%
436,19-12-2024 4.58,Routing Table Overflow,Voice,+91 9026921970,+91 9173307388,404.0,-79.44216376869082,PBX,Edge Network,H.264,17ms,307ms,6%,Bangalore,"28.8665° N, 77.1422° E",Critical,3720 users,VoIP,Call Interception,93%
437,13-12-2024 6.06,Intermittent Failure,Voice,+91 9220861152,+91 9272042496,408.0,-82.29785311138612,PBX,Access Network,G.711,22ms,282ms,8%,Kolkata,"28.5694° N, 77.8178° E",High,318 users,VoIP,Equipment Breach,49%
438,15-12-2024 22.11,Device Unresponsiveness,Voice,+91 9938576410,+91 9632413692,404.0,-72.96737177674812,PBX,Access Network,Opus,25ms,470ms,9%,Bangalore,"28.4795° N, 77.4751° E",Low,4704 users,Mobile,Call Interception,44%
439,17-12-2024 11.42,Device Unresponsiveness,Voice,+91 9545488766,+91 9950855119,,-55.03058840906342,Mobile,Core Network,Opus,16ms,393ms,4%,Kolkata,"28.3718° N, 77.4967° E",Critical,1443 users,Data,Equipment Breach,91%
440,14-12-2024 23.49,Unauthorized Disconnections,Video,+91 9947706489,+91 9654709651,,-47.66958753506998,PBX,Access Network,Opus,18ms,472ms,7%,Mumbai,"28.1892° N, 77.3514° E",Low,2383 users,Data,,62%
441,13-12-2024 3.36,Latency or Delays,Video,+91 9363547373,+91 9879671158,500.0,-50.11669030609103,Router,Edge Network,H.264,33ms,293ms,6%,Kolkata,"28.7700° N, 77.2177° E",Low,271 users,Data,DDoS,51%
442,16-12-2024 17.46,Echo During Calls,Voice,+91 9443883913,+91 9058299694,404.0,-68.68009438531973,PBX,Core Network,H.264,15ms,340ms,1%,Bangalore,"28.7608° N, 77.4490° E",High,2600 users,PBX,Equipment Breach,54%
443,19-12-2024 6.55,data breaches,Video,+91 9034886133,+91 9212181761,500.0,-43.38855320623456,Mobile,Edge Network,H.264,40ms,305ms,4%,Kolkata,"28.7422° N, 77.0407° E",Critical,4771 users,VoIP,,58%
444,17-12-2024 2.47,Failure to Connect,Video,+91 9312844336,+91 9234063747,408.0,-60.34544185673186,PBX,Edge Network,Opus,46ms,451ms,2%,Chennai,"28.9835° N, 77.6467° E",Critical,4496 users,VoIP,Call Interception,85%
445,13-12-2024 11.24,Blank Response After Calling,Video,+91 9355045139,+91 9514866676,503.0,-59.9852810976916,Mobile,Core Network,H.264,22ms,357ms,1%,Delhi NCR,"28.2949° N, 77.7335° E",Critical,2497 users,Mobile,,86%
446,18-12-2024 8.50,malware infections,Voice,+91 9261463318,+91 9014490910,503.0,-66.8102331257199,Mobile,Access Network,H.264,23ms,384ms,1%,Chennai,"28.7508° N, 77.7735° E",Low,2208 users,Mobile,Equipment Breach,81%
447,17-12-2024 4.55,Intermittent Failure,Video,+91 9402528433,+91 9115872107,,-85.27975783062324,Switch,Access Network,G.729,9ms,56ms,10%,Chennai,"28.7414° N, 77.5909° E",High,3632 users,PBX,Equipment Breach,95%
448,17-12-2024 7.01,No Dial Tone,Video,+91 9482289369,+91 9816608613,500.0,-44.181216598945745,Router,Edge Network,G.711,34ms,398ms,10%,Delhi NCR,"28.9776° N, 77.7906° E",Low,1714 users,Data,Equipment Breach,54%
449,19-12-2024 0.26,Failure to Connect,Video,+91 9812995564,+91 9122566135,500.0,-67.20302740961242,Switch,Core Network,H.264,22ms,226ms,6%,Bangalore,"28.1793° N, 77.7650° E",Medium,3996 users,Data,,86%
450,18-12-2024 14.26,data breaches,Voice,+91 9988513048,+91 9004908259,,-72.21443937631699,Mobile,Edge Network,Opus,14ms,318ms,4%,Chennai,"28.4720° N, 77.8789° E",Medium,4048 users,Data,Equipment Breach,62%
451,14-12-2024 9.51,Complete Service Downtime,Video,+91 9038984389,+91 9378590319,,-72.74483872828668,PBX,Access Network,G.711,43ms,251ms,5%,Bangalore,"28.6974° N, 77.9149° E",Low,3050 users,Mobile,,87%
452,18-12-2024 22.07,Device Unresponsiveness,Video,+91 9401735870,+91 9002666446,503.0,-46.67710206172585,Switch,Core Network,G.711,46ms,324ms,3%,Chennai,"28.0519° N, 77.8205° E",Medium,338 users,Mobile,,46%
453,14-12-2024 1.44,phishing attacks,Video,+91 9304659988,+91 9058098515,500.0,-67.32449511393003,PBX,Edge Network,H.264,10ms,56ms,7%,Kolkata,"28.6587° N, 77.7760° E",High,2559 users,PBX,DDoS,99%
454,19-12-2024 1.27,Device Unresponsiveness,Voice,+91 9644757438,+91 9785958458,503.0,-54.00101746977096,Mobile,Access Network,G.711,14ms,250ms,7%,Bangalore,"28.0939° N, 77.9909° E",High,781 users,Mobile,Call Interception,42%
455,18-12-2024 13.06,Intermittent Connectivity,Voice,+91 9842364168,+91 9705278797,408.0,-77.16505864110978,Mobile,Core Network,G.729,7ms,303ms,10%,Bangalore,"28.5115° N, 77.6564° E",Critical,4783 users,Data,,58%
456,13-12-2024 21.02,Routing Table Overflow,Video,+91 9602969230,+91 9220332057,,-45.05522608057865,Router,Edge Network,Opus,35ms,457ms,6%,Chennai,"28.5259° N, 77.8563° E",High,3362 users,VoIP,DDoS,92%
457,14-12-2024 19.33,phishing attacks,Voice,+91 9889035308,+91 9462270008,500.0,-76.16693381323624,Switch,Access Network,Opus,17ms,157ms,8%,Bangalore,"28.6484° N, 77.1735° E",Critical,446 users,PBX,DDoS,55%
458,15-12-2024 12.01,Device Unresponsiveness,Video,+91 9825656173,+91 9364329650,404.0,-58.415895318814655,Router,Edge Network,H.264,17ms,215ms,8%,Bangalore,"28.6017° N, 77.6519° E",High,3293 users,Mobile,Call Interception,52%
459,16-12-2024 23.18,Intermittent Failure,Video,+91 9943624769,+91 9603586371,,-86.63230569300583,Mobile,Access Network,H.264,25ms,345ms,6%,Kolkata,"28.4072° N, 77.8497° E",Critical,3557 users,VoIP,DDoS,57%
